run_id,canonical_name,tag_original,n_files,total_mb,files,segmenter,segmenter_model,embedder,neighbor_window,vector_search_limit,expand_context,max_num_segments,bm25_fusion,reranker,answer_path,judge_model,judge_variant,answerer_model,group,repetition,INVALID,undecoded_tokens
R1436,R1436__tslimv4__54nano-l__nb8__v28e0l11__bm50__rerankoff__tsshort__rep3,tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l11-tsshort,4,7.87,eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,11,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1437,R1437__tslimv4__54nano-l__nb8__v28e0l12__bm50__rerankoff__tsshort__rep3,tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l12-tsshort,8,10.2,eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l12-tsshort-seg-4omini-mc-c14.json | eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l12-tsshort-seg-gpt5-mb-c14.json | eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l12-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l12-tsshort-seg-4omini-mc.out | log-eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l12-tsshort-seg-gpt5.out | log-eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l12-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l12-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l12-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,12,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1438,R1438__tslimv4__54nano-l__nb8__v28e0l13__bm50__rerankoff__tsshort__rep3,tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l13-tsshort,8,10.61,eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l13-tsshort-seg-4omini-mc-c14.json | eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l13-tsshort-seg-gpt5-mb-c14.json | eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l13-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l13-tsshort-seg-4omini-mc.out | log-eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l13-tsshort-seg-gpt5.out | log-eval-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l13-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l13-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep3-v28-e0-rnullbmfa50-l13-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,13,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1439,R1439__tslimv4__54nano-l__nb8__rep4,tslimv4-54n-l-nb8-rep4,5,71.54,locomo-tslimv4-54n-l-nb8-rep4.sqlite | locomo-tslimv4-54n-l-nb8-rep4.vec.sqlite | log-eval-tslimv4-54n-l-nb8-rep4.out | log-ingest-tslimv4-54n-l-nb8-rep4.out | log-search-tslimv4-54n-l-nb8-rep4.out,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,4,,
R1440,R1440__tslimv4__54nano-l__nb8__v28e0l10__bm50__rerankoff__tsshort__rep4,tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l10-tsshort,2,4.06,eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,4,,
R1441,R1441__tslimv4__54nano-l__nb8__v28e0l11__bm50__rerankoff__tsshort__rep4,tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l11-tsshort,4,7.93,eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l11-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l11-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l11-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l11-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,11,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,4,,
R1442,R1442__tslimv4__54nano-l__nb8__v28e0l12__bm50__rerankoff__tsshort__rep4,tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l12-tsshort,8,10.26,eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l12-tsshort-seg-4omini-mc-c14.json | eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l12-tsshort-seg-gpt5-mb-c14.json | eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l12-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l12-tsshort-seg-4omini-mc.out | log-eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l12-tsshort-seg-gpt5.out | log-eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l12-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l12-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l12-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,12,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,4,,
R1443,R1443__tslimv4__54nano-l__nb8__v28e0l13__bm50__rerankoff__tsshort__rep4,tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l13-tsshort,8,10.66,eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l13-tsshort-seg-4omini-mc-c14.json | eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l13-tsshort-seg-gpt5-mb-c14.json | eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l13-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l13-tsshort-seg-4omini-mc.out | log-eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l13-tsshort-seg-gpt5.out | log-eval-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l13-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l13-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep4-v28-e0-rnullbmfa50-l13-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,13,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,4,,
R1444,R1444__tslimv4__54nano-l__nb8__rep5,tslimv4-54n-l-nb8-rep5,5,71.52,locomo-tslimv4-54n-l-nb8-rep5.sqlite | locomo-tslimv4-54n-l-nb8-rep5.vec.sqlite | log-eval-tslimv4-54n-l-nb8-rep5.out | log-ingest-tslimv4-54n-l-nb8-rep5.out | log-search-tslimv4-54n-l-nb8-rep5.out,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,5,,
R1445,R1445__tslimv4__54nano-l__nb8__v28e0l10__bm50__rerankoff__tsshort__rep5,tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l10-tsshort,2,4.04,eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,5,,
R1446,R1446__tslimv4__54nano-l__nb8__v28e0l11__bm50__rerankoff__tsshort__rep5,tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l11-tsshort,4,7.91,eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l11-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l11-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l11-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l11-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,11,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,5,,
R1447,R1447__tslimv4__54nano-l__nb8__v28e0l12__bm50__rerankoff__tsshort__rep5,tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l12-tsshort,8,10.24,eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l12-tsshort-seg-4omini-mc-c14.json | eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l12-tsshort-seg-gpt5-mb-c14.json | eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l12-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l12-tsshort-seg-4omini-mc.out | log-eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l12-tsshort-seg-gpt5.out | log-eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l12-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l12-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l12-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,12,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,5,,
R1448,R1448__tslimv4__54nano-l__nb8__v28e0l13__bm50__rerankoff__tsshort__rep5,tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l13-tsshort,8,10.62,eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l13-tsshort-seg-4omini-mc-c14.json | eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l13-tsshort-seg-gpt5-mb-c14.json | eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l13-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l13-tsshort-seg-4omini-mc.out | log-eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l13-tsshort-seg-gpt5.out | log-eval-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l13-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l13-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep5-v28-e0-rnullbmfa50-l13-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,13,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,5,,
R1449,R1449__tslimv4__54nano-l__nb8__rep6,tslimv4-54n-l-nb8-rep6,5,71.47,locomo-tslimv4-54n-l-nb8-rep6.sqlite | locomo-tslimv4-54n-l-nb8-rep6.vec.sqlite | log-eval-tslimv4-54n-l-nb8-rep6.out | log-ingest-tslimv4-54n-l-nb8-rep6.out | log-search-tslimv4-54n-l-nb8-rep6.out,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,6,,
R1450,R1450__tslimv4__54nano-l__nb8__v28e0l10__bm50__rerankoff__tsshort__rep6,tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l10-tsshort,2,4.06,eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,6,,
R1451,R1451__tslimv4__54nano-l__nb8__v28e0l11__bm50__rerankoff__tsshort__rep6,tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l11-tsshort,4,7.91,eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l11-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l11-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l11-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l11-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,11,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,6,,
R1452,R1452__tslimv4__54nano-l__nb8__v28e0l12__bm50__rerankoff__tsshort__rep6,tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l12-tsshort,8,10.22,eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l12-tsshort-seg-4omini-mc-c14.json | eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l12-tsshort-seg-gpt5-mb-c14.json | eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l12-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l12-tsshort-seg-4omini-mc.out | log-eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l12-tsshort-seg-gpt5.out | log-eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l12-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l12-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l12-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,12,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,6,,
R1453,R1453__tslimv4__54nano-l__nb8__v28e0l13__bm50__rerankoff__tsshort__rep6,tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l13-tsshort,8,10.61,eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l13-tsshort-seg-4omini-mc-c14.json | eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l13-tsshort-seg-gpt5-mb-c14.json | eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l13-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l13-tsshort-seg-4omini-mc.out | log-eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l13-tsshort-seg-gpt5.out | log-eval-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l13-tsshort-seg.out | log-search-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l13-tsshort-seg.out | search-tslimv4-54n-l-nb8-rep6-v28-e0-rnullbmfa50-l13-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,13,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,6,,
R1454,R1454__tslimv4__54nano-m__nb8__rep1,tslimv4-54n-m-nb8-rep1,3,67.97,locomo-tslimv4-54n-m-nb8-rep1.sqlite | locomo-tslimv4-54n-m-nb8-rep1.vec.sqlite | log-ingest-tslimv4-54n-m-nb8-rep1.out,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1455,R1455__tslimv4__54nano-m__nb8__v28e0l10__bm50__rerankoff__tsshort__rep1,tslimv4-54n-m-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort,4,7.48,eval-tslimv4-54n-m-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-m-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv4-54n-m-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv4-54n-m-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1456,R1456__tslimv4__54nano-m__nb8__rep2,tslimv4-54n-m-nb8-rep2,3,68.1,locomo-tslimv4-54n-m-nb8-rep2.sqlite | locomo-tslimv4-54n-m-nb8-rep2.vec.sqlite | log-ingest-tslimv4-54n-m-nb8-rep2.out,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1457,R1457__tslimv4__54nano-m__nb8__v28e0l10__bm50__rerankoff__tsshort__rep2,tslimv4-54n-m-nb8-rep2-v28-e0-rnullbmfa50-l10-tsshort,4,7.53,eval-tslimv4-54n-m-nb8-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-m-nb8-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv4-54n-m-nb8-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv4-54n-m-nb8-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1458,R1458__tslimv4__54nano-m__nb8__rep3,tslimv4-54n-m-nb8-rep3,3,68.04,locomo-tslimv4-54n-m-nb8-rep3.sqlite | locomo-tslimv4-54n-m-nb8-rep3.vec.sqlite | log-ingest-tslimv4-54n-m-nb8-rep3.out,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1459,R1459__tslimv4__54nano-m__nb8__v28e0l10__bm50__rerankoff__tsshort__rep3,tslimv4-54n-m-nb8-rep3-v28-e0-rnullbmfa50-l10-tsshort,4,7.48,eval-tslimv4-54n-m-nb8-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-54n-m-nb8-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv4-54n-m-nb8-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv4-54n-m-nb8-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1460,R1460__tslimv4__5mini-l__nb8__rep1,tslimv4-5m-l-nb8-rep1,3,68.5,locomo-tslimv4-5m-l-nb8-rep1.sqlite | locomo-tslimv4-5m-l-nb8-rep1.vec.sqlite | log-ingest-tslimv4-5m-l-nb8-rep1.out,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1461,R1461__tslimv4__5mini-l__nb8__v28e0l10__bm50__rerankoff__tsshort__rep1,tslimv4-5m-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort,4,8.45,eval-tslimv4-5m-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-5m-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv4-5m-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv4-5m-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1462,R1462__tslimv4__5mini-l__nb8__rep2,tslimv4-5m-l-nb8-rep2,3,68.52,locomo-tslimv4-5m-l-nb8-rep2.sqlite | locomo-tslimv4-5m-l-nb8-rep2.vec.sqlite | log-ingest-tslimv4-5m-l-nb8-rep2.out,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1463,R1463__tslimv4__5mini-l__nb8__v28e0l10__bm50__rerankoff__tsshort__rep2,tslimv4-5m-l-nb8-rep2-v28-e0-rnullbmfa50-l10-tsshort,4,8.44,eval-tslimv4-5m-l-nb8-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-5m-l-nb8-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv4-5m-l-nb8-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv4-5m-l-nb8-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1464,R1464__tslimv4__5mini-l__nb8__rep3,tslimv4-5m-l-nb8-rep3,3,68.44,locomo-tslimv4-5m-l-nb8-rep3.sqlite | locomo-tslimv4-5m-l-nb8-rep3.vec.sqlite | log-ingest-tslimv4-5m-l-nb8-rep3.out,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1465,R1465__tslimv4__5mini-l__nb8__v28e0l10__bm50__rerankoff__tsshort__rep3,tslimv4-5m-l-nb8-rep3-v28-e0-rnullbmfa50-l10-tsshort,4,8.44,eval-tslimv4-5m-l-nb8-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv4-5m-l-nb8-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv4-5m-l-nb8-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv4-5m-l-nb8-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1466,R1466__tslimv4__5mini-m__rep1,tslimv4-5m-m-rep1,5,72.45,locomo-tslimv4-5m-m-rep1.sqlite | locomo-tslimv4-5m-m-rep1.vec.sqlite | log-eval-tslimv4-5m-m-rep1.out | log-ingest-tslimv4-5m-m-rep1.out | log-search-tslimv4-5m-m-rep1.out,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1467,R1467__tslimv4__5mini-m__v28e0l10__bm50__rerankoff__tsshort__rep1,tslimv4-5m-m-rep1-v28-e0-rnullbmfa50-l10-tsshort,2,4.49,eval-tslimv4-5m-m-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv4-5m-m-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1468,R1468__tslimv4__5mini-m__rep2,tslimv4-5m-m-rep2,5,72.46,locomo-tslimv4-5m-m-rep2.sqlite | locomo-tslimv4-5m-m-rep2.vec.sqlite | log-eval-tslimv4-5m-m-rep2.out | log-ingest-tslimv4-5m-m-rep2.out | log-search-tslimv4-5m-m-rep2.out,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1469,R1469__tslimv4__5mini-m__v28e0l10__bm50__rerankoff__tsshort__rep2,tslimv4-5m-m-rep2-v28-e0-rnullbmfa50-l10-tsshort,2,4.48,eval-tslimv4-5m-m-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv4-5m-m-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1470,R1470__tslimv4__5mini-m__rep3,tslimv4-5m-m-rep3,5,72.49,locomo-tslimv4-5m-m-rep3.sqlite | locomo-tslimv4-5m-m-rep3.vec.sqlite | log-eval-tslimv4-5m-m-rep3.out | log-ingest-tslimv4-5m-m-rep3.out | log-search-tslimv4-5m-m-rep3.out,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1471,R1471__tslimv4__5mini-m__v28e0l10__bm50__rerankoff__tsshort__rep3,tslimv4-5m-m-rep3-v28-e0-rnullbmfa50-l10-tsshort,2,4.47,eval-tslimv4-5m-m-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv4-5m-m-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv4,gpt-5-mini,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
